state,year,pregnancyratelt15,pregnancyrate1517,pregnancyrate1819,pregnancyrate1519,pregnancyratelt20,pregnancyrate2024,pregnancyrate2529,pregnancyrate3034,pregnancyrate3539,pregnancyrate40plus,abortionratelt15,abortionrate1517,abortionrate1819,abortionrate1519,abortionratelt20,abortionrate2024,abortionrate2529,abortionrate3034,abortionrate3539,abortionrate40plus,birthratelt15,birthrate1517,birthrate1819,birthrate1519,birthratelt20,birthrate2024,birthrate2529,birthrate3034,birthrate3539,birthrate40plus,abortionratiolt15,abortionratio1517,abortionratio1819,abortionratio1519,abortionratiolt20,abortionratio2024,abortionratio2529,abortionratio3034,abortionratio3539,abortionratio40plus,pregnancieslt15,pregnancies1517,pregnancies1819,pregnancies1519,pregnancieslt20,pregnancies2024,pregnancies2529,pregnancies3034,pregnancies3539,pregnancies40plus,abortionslt15,abortions1517,abortions1819,abortions1519,abortionslt20,abortions2024,abortions2529,abortions3034,abortions3539,abortions40plus,birthslt15,births1517,births1819,births1519,birthslt20,births2024,births2529,births3034,births3539,births40plus,miscarriageslt15,miscarriages1517,miscarriages1819,miscarriages1519,miscarriageslt20,miscarriages2024,miscarriages2529,miscarriages3034,miscarriages3539,miscarriages40plus,populationlt15,population1517,population1819,population1519,populationlt20,population2024,population2529,population3034,population3539,population40plus,populationsource,population1544,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal,notes,versiondate
NY,2014,4.3,21.6,69.9,42,42.9,127.3,151,158.8,98.7,26,3,11.8,32.6,20.6,21.1,50.8,42.7,30.3,19.2,7,0.9,7.2,28.4,16.2,16.4,59.5,86.7,104.5,64.7,15.2,3448.1,1625.2,1146.8,1270.3,1292.4,854.4,492.3,290,296.3,461.7,510,7680,18180,25850,26360,89770,111120,109380,61510,16660,350,4180,8470,12640,13000,35840,31410,20880,11950,4500,102,2570,7384,9954,10056,41949,63809,72007,40311,9755,60,930,2320,3260,3310,11970,15900,16490,9260,2400,117416,354752,260090,614842,614842,705085,736162,688949,623044,640850,SEER,4008932,117580,237887,103.5,59.3,29.3,494.3,59340,414800,, 3 Oct 2024
NY,2015,3.8,19.6,64.3,38.3,39,123.1,147.7,158.8,100.3,27.5,2.6,10.4,30.3,18.7,19.2,48.5,41.6,30.2,18.9,7.2,0.8,6.9,25.8,14.8,14.9,58.2,84.9,104.6,66.2,16.3,3126,1511.5,1174.9,1265.8,1285.1,833.8,489.8,289.2,286,444.9,440,6930,16300,23230,23670,85080,109790,109500,63180,17060,290,3660,7690,11340,11640,33510,30930,20860,11930,4490,94,2420,6541,8961,9055,40187,63140,72125,41712,10098,50,850,2080,2930,2970,11390,15720,16510,9540,2470,115007,352655,253558,606213,606213,691058,743448,689743,629897,620571,SEER,3980930,113350,236317,102.6,59.4,28.5,479.7,58600,408270,, 3 Oct 2024
NY,2016,3.5,17.6,59.3,35,35.6,116.4,145.4,157.7,101.3,28.3,2.3,9.6,27.9,17.2,17.6,45.1,40.9,29.4,18.8,7.4,0.8,5.8,23.9,13.4,13.5,55.7,83.7,104.4,67.1,16.8,3063,1641.7,1166.5,1287.7,1306.6,808.4,488.7,282,280.6,438.1,390,6140,14800,20940,21330,78700,108660,109190,64300,16980,260,3350,6950,10310,10570,30450,30560,20390,11960,4420,86,2042,5961,8003,8089,37668,62540,72304,42620,10097,40,740,1890,2630,2670,10580,15560,16500,9720,2460,112190,349431,249405,598836,598836,675910,747416,692467,634840,600295,SEER,3949764,108350,233318,101.1,59.1,27.4,464.4,57500,399170,, 3 Oct 2024
NY,2017,2.9,16.2,56.5,33,33.6,112,140.4,154.5,101.5,28.9,2,9.1,26.2,16.2,16.6,43.2,39.5,28.1,18.1,7,0.6,5.2,23.1,12.7,12.8,53.8,80.8,103,68,17.6,3294.2,1733.3,1133.2,1277.6,1295.7,803,488.4,273.1,265.9,400.2,330,5590,13900,19490,19820,74210,104670,107170,64840,17100,220,3120,6440,9560,9780,28610,29420,19510,11550,4170,68,1800,5680,7480,7548,35621,60250,71422,43444,10423,40,670,1780,2450,2490,9980,14990,16240,9840,2500,111806,344247,246023,590270,590270,662358,745611,693463,638933,591791,SEER,3922426,103040,228708,98.9,58.3,26.3,450.5,56050,387800,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
NY,2018,3,15.9,54.8,32.2,32.8,112.2,140,157.4,103.9,30.3,2.1,9.2,26.6,16.5,16.9,44.9,41.8,30.9,19.8,7.7,0.5,4.9,21.2,11.7,11.8,52.3,78.3,102.9,68.4,18.2,4148.4,1885.8,1255.5,1406.7,1429.3,858.9,533.7,300.1,289.1,423.7,330,5380,13430,18810,19140,72840,103630,109610,66770,17830,240,3100,6530,9630,9870,29170,30950,21490,12720,4530,57,1642,5205,6847,6904,33960,57989,71637,43986,10700,40,640,1690,2330,2370,9710,14690,16480,10070,2590,111046,338071,245249,583320,583320,649128,740234,696332,642899,588758,SEER,3900671,108730,225176,99.9,57.7,27.9,482.9,55910,389810,, 3 Oct 2024
NY,2019,3.4,16.2,56.1,33,33.6,112.7,140.6,157.9,105.4,31.1,2.5,9.6,28.4,17.5,18,46.5,44.3,33.4,21.4,8.4,0.5,4.7,20.7,11.5,11.6,51.4,76.5,101,68.1,18.3,4677.1,2016.1,1373.3,1527.6,1555,904.2,579.4,330.8,314.6,458.3,370,5420,13610,19030,19400,71640,102980,110420,67650,18360,270,3200,6900,10090,10360,29520,32480,23360,13760,4940,58,1585,5021,6606,6664,32642,56050,70606,43756,10776,40,640,1690,2330,2370,9480,14460,16460,10130,2650,109059,333897,242523,576420,576420,635399,732300,699367,642101,589526,SEER,3875113,114410,220494,100.8,56.9,29.5,518.9,55540,390450,, 3 Oct 2024
NY,2020,3,14,51.1,29.5,30,107.2,133.2,151.1,100.3,29.7,2,8.3,26.4,15.8,16.2,44.1,42.1,31.5,19.5,7.8,0.7,4.1,18.3,10,10.2,48.9,72.4,97.1,65.7,17.6,2754.6,2033.3,1442,1581.7,1597.4,902.9,582.6,324.6,296.6,444.4,330,4610,12090,16700,17030,66800,95190,105980,64060,17560,210,2730,6260,8990,9200,27500,30120,22100,12450,4620,77,1342,4339,5681,5758,30456,51709,68063,41970,10397,40,540,1490,2030,2070,8840,13350,15820,9640,2540,107263,330271,236653,566924,566924,623031,714677,701250,638798,591093,SEER,3835773,105990,208353,95.6,54.3,27.6,508.7,52270,366610,, 3 Oct 2024
NC,1988,23.4,85.3,167.4,121,124.9,188,145.1,89.6,31.7,5.8,11.8,33.8,56.4,43.6,45.6,47.6,25.3,14.7,7.3,2,8.7,40.1,87.8,60.9,62.3,113,97.8,61.1,19.7,3,1365.6,843.7,641.8,716.9,732,420.7,258.4,240.9,372.2,689.4,980,12090,18270,30360,31340,50560,42970,24710,8140,1310,490,4790,6150,10950,11440,12790,7480,4060,1880,460,362,5682,9585,15267,15629,30405,28951,16870,5056,668,120,1620,2530,4150,4270,7360,6540,3780,1200,180,41847,141748,109126,250874,250874,268960,296139,275906,256886,225007,SEER,1573772,38120,97579,101,62,24.2,390.7,23330,159030,, 3 Oct 2024
NC,1992,19.2,78.5,177.4,120,123.8,183.7,151,94.9,36.3,6.7,8.2,23.6,47.6,33.7,35.3,44.5,24.7,13.5,7.2,2,8.4,43.8,104.2,69.2,70.8,112.3,103.2,66.7,23.7,3.7,977.3,538.8,456.7,486.8,498.2,396.6,239.3,203,303.8,552.8,840,10300,16870,27170,28010,51510,42340,28160,10400,1730,360,3100,4520,7620,7980,12490,6920,4020,2060,530,371,5746,9907,15653,16024,31482,28938,19787,6777,959,110,1460,2430,3890,4000,7550,6480,4360,1560,240,44043,131223,95066,226289,226289,280408,280389,296781,286503,260054,SEER,1630424,34000,103967,99.5,63.8,20.9,327,24190,162160,, 3 Oct 2024
NC,1996,15.7,67.4,152,102.6,105.7,177.5,138.9,100.3,39.9,8.2,5.5,16.3,37.9,25.3,26.4,41.6,23.5,12.7,6.8,2.3,8,41.3,91.9,62.3,63.9,109.8,94.2,72,27,4.7,688.3,395.1,412.6,405.8,412.8,378.9,249.6,176.7,253.1,476.1,760,9660,15520,25180,25940,45940,42210,30390,12670,2400,270,2340,3870,6210,6480,10770,7140,3850,2170,660,389,5911,9385,15296,15685,28411,28622,21791,8567,1394,100,1420,2260,3680,3780,6760,6440,4740,1930,350,48528,143290,102095,245385,245385,258784,303923,302812,317376,293790,SEER,1722070,31070,104470,92.6,60.7,18,297.4,24000,159540,, 3 Oct 2024
NC,2000,13.1,54.4,149.8,94.7,97.3,190.8,165.5,117.7,48.3,10,4.8,12.8,35,22.2,23.1,42.8,27.5,15,7.3,2.3,6.5,33.6,92.7,58.6,59.9,119.8,112.7,84.3,33.6,6.2,742.2,380.6,377.8,378.7,386.5,357.7,244.2,178.3,216.5,365.4,680,8230,16580,24820,25500,52680,48430,35660,15870,3210,250,1940,3880,5810,6060,11830,8050,4560,2390,730,337,5087,10266,15353,15690,33060,32978,25543,11034,2006,90,1210,2440,3650,3740,7790,7400,5560,2450,470,52059,151387,110746,262133,262133,276065,292656,302961,328450,322192,SEER,1784457,33620,120311,101.6,67.4,18.8,279.4,27420,181360,, 3 Oct 2024
NC,2005,9.1,40.4,122,73.4,75.3,171.9,166,123,56,11.5,3.7,8.8,25.4,15.5,16.2,34.3,25.1,14.4,7.5,2.3,4.2,25.6,78.5,47,47.8,111.8,115.4,89.3,39.8,7.5,878.5,342.2,323.3,329.4,339.3,307.1,217.2,161.4,187.4,310.8,550,7130,14640,21770,22320,50280,47960,38060,17860,3940,220,1550,3040,4590,4810,10040,7240,4460,2380,800,255,4524,9409,13933,14188,32694,33329,27628,12699,2558,70,1060,2190,3250,3320,7540,7390,5970,2780,590,60484,176690,119936,296626,296626,292509,288860,309482,318943,342062,SEER,1848482,29730,123096,97.6,66.6,16.1,241.5,27590,180420,, 3 Oct 2024
NC,2006,8,39.9,126,74.5,76.1,176,167.2,124.7,57,11.9,2.6,8.7,25,15.3,15.8,34.4,24.6,14.2,7.4,2.3,4.2,25.3,82.1,48.1,48.9,115.1,116.8,90.9,40.7,7.8,621.7,344.8,305.1,317.6,322.8,298.7,210.6,156.1,182.2,298.6,480,7290,15490,22780,23260,52550,49750,38000,18780,4060,160,1590,3080,4670,4830,10270,7320,4320,2440,790,256,4616,10085,14701,14957,34380,34751,27702,13413,2656,70,1080,2320,3410,3470,7900,7680,5970,2930,610,60254,182696,122877,305573,305573,298583,297511,304696,329689,340828,SEER,1876880,29970,127859,99.3,68.1,16,234.4,28570,186400,, 3 Oct 2024
NC,2007,7.7,39.8,125.5,74.5,76,174.4,166.7,126.9,58,11.7,2.8,8.3,25.9,15.4,16,33.6,23.5,14.3,7.6,2.4,3.9,25.6,80.8,48,48.7,114.5,117.3,92.6,41.3,7.5,723,323.6,320.3,321.4,327.6,293.5,200.7,154,184.4,323.8,470,7440,15990,23430,23900,53170,50980,38640,19640,3980,170,1550,3300,4850,5020,10250,7200,4340,2580,830,237,4780,10299,15079,15316,34913,35880,28216,14003,2559,60,1110,2390,3500,3560,8010,7900,6080,3060,590,61256,187069,127401,314470,314470,304871,305879,304586,338722,341490,SEER,1910018,30220,130887,99.6,68.5,15.8,230.9,29200,190310,, 3 Oct 2024
NC,2008,7.4,39,119.5,72.4,73.8,167.7,162.9,125.8,56.2,11.8,2.5,7.8,23.3,14.3,14.7,31.6,22.6,13.5,7.4,1.9,3.9,25.3,78.2,47.3,48,110.8,115,92.4,40,8.1,640.5,310.5,298.1,302,307.1,285.3,196.8,146.6,185.6,241.5,450,7290,15900,23190,23640,52230,50810,38820,19220,4010,150,1470,3100,4570,4720,9840,7060,4180,2540,660,234,4732,10404,15136,15370,34500,35871,28521,13686,2734,60,1090,2390,3480,3550,7880,7880,6120,2990,610,60459,187224,133076,320300,320300,311379,311888,308678,341902,339499,SEER,1933646,29000,130682,97.6,67.6,15,221.9,29040,188720,, 3 Oct 2024
NC,2009,6.4,35.4,111.6,67.5,68.8,160.7,156,121.2,55,11.9,2.5,7.6,22.2,13.8,14.3,30.2,21.8,13.2,6.9,2.2,3,22.5,72.6,43.7,44.2,106.2,110,88.8,39.5,8,829.8,338.3,306.3,315.8,322.4,284.6,198.3,149,175.9,269.5,390,6590,15220,21810,22200,51290,49000,37990,18710,4030,150,1420,3030,4450,4600,9650,6850,4150,2360,720,184,4193,9900,14093,14277,33898,34556,27855,13425,2690,50,980,2280,3260,3320,7740,7600,5990,2920,610,60869,186453,136382,322835,322835,319143,314140,313575,340206,337147,SEER,1947046,28340,126701,94.1,65.1,14.6,223.7,28170,183210,, 3 Oct 2024
NC,2010,5.7,31.6,97.4,59.4,60.4,150.8,151.5,119.4,55.3,12.5,2.3,6.9,19.3,12.2,12.6,28.7,21.3,13.6,7.2,2.4,2.7,20,63.5,38.3,38.8,99.3,106.8,87.1,39.5,8.2,838.6,347.9,304.3,317.4,324.2,289,199.3,155.7,183.4,292.6,350,5860,13210,19070,19410,49330,47950,37690,18420,4240,140,1290,2620,3910,4040,9390,6730,4280,2410,810,163,3704,8605,12309,12472,32497,33783,27488,13143,2784,50,870,1980,2850,2900,7440,7430,5930,2870,640,60277,185629,135545,321174,321174,327155,316372,315696,333036,339221,SEER,1952654,27670,122167,90.7,62.6,14.2,226.5,27200,177040,, 3 Oct 2024
NC,2011,5.3,25.8,90.1,52.8,53.9,140.9,148.2,120.1,55.7,12.3,2.2,5.4,16.5,10.1,10.5,25.4,19.5,12.5,6.9,2.4,2.4,16.6,59.9,34.8,35.3,94.1,105.6,88.6,40.1,8.1,934.7,323.4,275.8,288.9,297.3,270.5,184.8,141.4,171.4,295.5,320,4750,12050,16800,17130,47010,47100,38370,17980,4270,140,990,2210,3200,3330,8490,6200,4000,2220,830,145,3055,8015,11070,11215,31390,33566,28305,12948,2803,40,710,1820,2530,2580,7130,7330,6060,2810,640,60928,184273,133749,318022,318022,333713,317905,319603,322621,346483,SEER,1958347,25080,120227,87.8,61.4,12.8,208.6,26550,171860,, 3 Oct 2024
NC,2012,4.4,24.2,82.9,48.9,49.7,138.2,148.9,122.2,57.5,12.4,1.7,5.2,16,9.7,10,26.1,20.4,13.2,7.2,2.5,2.1,15.4,54.5,31.8,32.2,91.3,105.4,89.7,41.3,8.1,803.7,335.4,292.9,304.8,311.3,286,193.4,147.6,175.2,303.5,280,4440,11030,15470,15750,46860,47480,39430,18330,4350,110,950,2120,3070,3180,8850,6500,4270,2310,860,132,2830,7247,10077,10209,30941,33606,28940,13158,2833,40,660,1660,2320,2360,7070,7370,6220,2860,650,62454,183683,133014,316697,316697,338980,318837,322589,318680,350024,SEER,1965807,25960,119687,87.6,60.9,13.2,216.9,26530,172180,, 3 Oct 2024
NC,2013,3.8,20.8,77.2,44.3,45.1,134.7,149,124,59.1,12.6,1.3,4.7,15.7,9.3,9.5,26.3,21.5,13.9,7.8,2.6,2,13.1,50,28.4,28.8,88.2,104.5,90.7,42.1,8.2,627.8,358.2,314.4,326.2,330.4,298.1,205.6,152.8,185.1,316.3,240,3860,10200,14060,14300,46100,48140,40360,18800,4430,80,870,2070,2940,3020,8990,6940,4510,2480,910,128,2422,6598,9020,9148,30172,33757,29501,13392,2862,30,570,1530,2100,2130,6930,7450,6350,2930,660,63633,185367,132065,317432,317432,342222,323091,325402,318019,350295,SEER,1976461,26850,118832,87.1,60.1,13.6,226,26450,172130,, 3 Oct 2024
NC,2014,3.4,19.1,70.4,40.1,40.8,132.3,150.9,127.4,61.4,13.2,1.3,4,14,8.1,8.4,25.8,21.4,13.7,7.6,2.6,1.6,12.2,45.8,26,26.3,86.6,106.1,93.6,44.2,8.6,802.3,330.7,306.6,313.3,319.5,298.5,201.9,146.1,172.2,305.6,220,3600,9190,12790,13010,45220,50000,41520,19660,4570,90,760,1830,2590,2680,8830,7100,4460,2440,910,107,2302,5978,8280,8387,29588,35160,30516,14148,2974,30,540,1380,1920,1950,6800,7740,6550,3070,690,65517,188433,130535,318968,318968,341755,331388,325870,319992,346393,SEER,1984366,26410,120773,87.7,60.9,13.3,218.7,26800,173980,, 3 Oct 2024
NC,2015,2.9,17.1,64.8,36.3,36.9,127.5,147.6,129.2,62.4,13.1,1,3.7,12.7,7.3,7.5,23.5,20.4,13,7.5,2.5,1.5,10.9,42.4,23.6,23.9,84.7,104.3,95.8,45.1,8.6,679.7,335.3,299.8,309.6,314.3,277.9,195.5,135.7,167.2,290.2,190,3300,8470,11770,11960,43250,50120,42120,20220,4440,70,710,1660,2370,2430,7980,6920,4240,2440,850,98,2106,5535,7641,7739,28725,35419,31214,14608,2925,30,490,1270,1760,1790,6540,7780,6670,3170,670,65362,193401,130635,324036,324036,339208,339577,325936,323767,339311,SEER,1991835,24870,120630,86.4,60.6,12.5,206.1,26610,172110,, 3 Oct 2024
NC,2016,2.5,15,58.7,32.8,33.3,119.2,144.8,130.4,63.5,13.7,1,3,10.9,6.2,6.4,21.5,19.3,12.4,7.1,2.3,1.1,9.7,38.9,21.6,21.9,79.7,103,97.3,46.4,9.3,895.3,312.8,279,287.9,294,269.3,187.5,127.5,153.1,244.8,160,2950,7960,10910,11060,40340,50630,42880,20930,4500,70,600,1470,2070,2140,7260,6750,4080,2340,750,73,1909,5281,7190,7263,26962,36004,31992,15292,3063,20,440,1200,1650,1670,6120,7880,6810,3290,690,63819,196553,135669,332222,332222,338462,349685,328840,329597,329181,SEER,2007987,23320,120576,84.8,60,11.6,193.4,26450,170340,, 3 Oct 2024
NC,2017,2.4,14.1,57.3,31.9,32.3,119.6,142.8,129.5,64.3,14.5,0.8,3.1,11.7,6.7,6.8,22.2,21,13.7,7.3,2.4,1.2,8.9,37,20.5,20.7,79.3,99.8,95.3,46.8,9.9,643.3,351.4,316.1,325.1,328.7,280,210,144.2,156.9,244.4,150,2770,7890,10660,10810,40230,51150,43070,21450,4750,50,610,1610,2230,2280,7470,7510,4570,2450,790,79,1749,5096,6845,6924,26678,35744,31699,15627,3233,20,410,1180,1590,1610,6080,7900,6800,3370,730,64051,197075,137548,334623,334623,336327,358074,332646,333837,326613,SEER,2022120,25060,119905,84.8,59.3,12.4,209,26490,171460,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
NC,2018,2.5,12.7,52,29.2,29.7,112.9,140.5,130.9,65.1,14.2,1,2.9,10.8,6.2,6.4,20.9,21.1,13.8,7.7,2.4,1.1,7.9,33.4,18.7,18.9,74.9,97.7,96.5,47.1,9.6,921.7,360.4,322.9,332.1,338.9,278.9,216.3,143,164.2,248.7,160,2480,7380,9870,10030,38120,50940,44230,21950,4650,70,560,1530,2090,2160,7060,7660,4660,2610,790,73,1556,4747,6303,6376,25296,35424,32586,15898,3156,20,370,1100,1470,1490,5760,7850,6980,3440,710,64879,195778,141963,337741,337741,337684,362557,337842,337417,327390,SEER,2040631,24930,118736,83.3,58.2,12.2,210,26240,169910,, 3 Oct 2024
NC,2019,2.5,12.2,50.9,28.6,29,112.2,138.5,127.3,65.4,14.5,0.8,2.7,10.7,6.1,6.3,21.1,20.9,13.4,7.3,2.4,1.3,7.7,32.6,18.2,18.5,74.2,96.3,93.8,47.8,9.8,655.9,355.1,328.9,335.3,339.6,283.9,216.6,143.3,152,249.4,160,2390,7290,9680,9840,37990,50420,44320,22190,4780,60,530,1540,2070,2120,7130,7590,4680,2470,810,84,1500,4668,6168,6252,25123,35059,32642,16233,3240,20,350,1090,1440,1460,5740,7770,7000,3490,730,65445,195392,143296,338688,338688,338533,364186,348031,339549,330372,SEER,2059359,24800,118549,82.3,57.6,12,209.2,26190,169540,, 3 Oct 2024
NC,2020,2,11.1,50.1,27.4,27.8,108.5,137.8,127.4,65.5,15.4,0.8,2.5,11,6.1,6.2,22.4,22.7,15.2,8.1,2.5,0.9,6.9,31.7,17.3,17.4,69.9,94,92.2,47.2,10.5,856.7,365.3,347.5,351.6,356.9,320.4,241.7,164.7,171.1,239.8,130,2180,7090,9270,9400,37100,49910,45630,22330,5160,50,500,1560,2050,2110,7660,8230,5440,2750,850,61,1359,4482,5841,5902,23896,34050,33039,16089,3525,20,320,1050,1370,1390,5540,7630,7150,3490,790,65873,196971,141570,338541,338541,341878,362123,358204,341085,334967,SEER,2076798,27030,116501,81.6,56.1,13,232,26000,169540,, 3 Oct 2024
ND,1988,2.4,28.2,104.1,59.4,59.9,157.5,176.2,99.2,34.6,5.6,NA,8.3,33.7,18.8,19.1,20.4,10.4,5.8,3.9,1.2,NA,15.9,55.8,32.3,32.4,112.6,137.3,77.4,25.3,3.6,NA,523,604.7,581.1,591.9,180.7,75.5,74.8,153,319.3,10,390,1010,1410,1420,3880,4870,2700,810,100,NA,120,330,440,450,500,290,160,90,20,NA,221,543,764,765,2773,3799,2109,591,66,NA,60,140,200,200,600,790,440,130,20,4491,13914,9732,23646,23646,24622,27668,27250,23341,18142,SEER,144669,1510,10103,95.3,69.8,10.4,149.5,2170,13780,, 3 Oct 2024
ND,1992,3.2,29.2,105.5,58.9,59.6,140.6,165.3,104.4,35.9,7.2,NA,7.1,23.1,13.3,13.6,18.7,9.4,5.8,3.2,1.2,NA,17.8,66.7,36.9,37.2,100,129.1,81.7,26.9,4.9,NA,400.2,345.6,361.7,364,187.3,72.7,70.5,119.7,240.6,10,390,900,1300,1310,3260,3620,2630,900,160,NA,100,200,290,300,430,210,150,80,30,NA,239,572,811,819,2319,2830,2058,679,106,NA,60,130,190,190,510,590,430,140,20,4598,13423,8570,21993,21993,23194,21917,25176,25211,21549,SEER,139040,1190,8811,85.5,63.4,8.6,135.1,1880,11880,, 3 Oct 2024
ND,1996,2.3,27.5,82.9,49.7,50.2,133.7,157.3,111.2,41.3,6.5,NA,7.5,15.5,10.7,10.8,15.4,9.4,5.5,3.4,1.2,NA,16.1,54.9,31.6,31.9,97.3,122.4,87.6,31.3,4.3,NA,463.8,281.9,337.4,340,158.4,76.8,62.9,109.4,278.6,10,410,830,1250,1260,2970,3330,2380,1070,160,NA,110,160,270,270,340,200,120,90,30,NA,242,551,793,799,2161,2593,1876,810,108,NA,60,130,190,190,470,540,390,170,20,5106,15030,10040,25070,25070,22214,21178,21420,25867,25207,SEER,140956,1050,8347,79.3,59.2,7.4,125.8,1770,11170,, 3 Oct 2024
ND,2000,2.1,20.1,71.2,41.4,41.8,113.7,169.5,117.1,41.7,8.5,NA,4.8,12.2,7.9,8,13,10.5,6.1,3.9,1.1,NA,12.4,48.2,27.3,27.4,82.9,131.6,92,31.2,6.1,NA,386.1,252.6,287.9,293.2,156.6,79.6,66.6,124.1,182.1,10,300,770,1070,1080,2700,3110,2170,970,220,NA,70,130,200,210,310,190,110,90,30,NA,187,519,706,710,1970,2413,1706,723,154,NA,40,120,160,160,420,500,350,150,30,4822,15127,10765,25892,25892,23769,18329,18546,23159,25425,SEER,135120,940,7676,75.8,56.8,7,122.5,1630,10250,, 3 Oct 2024
ND,2005,NA,20.5,64.7,40.7,41,108.5,207.8,124.7,51.4,8,NA,4.2,11.5,7.5,7.6,11.2,11.3,5.3,3.6,1.2,NA,13.2,43.4,27,27.2,80.1,162.8,99,39.6,5.5,NA,320.4,263.9,278.9,278.6,140.1,69.3,54,90.1,219.8,NA,270,720,1000,1000,3120,3490,2310,940,180,NA,60,130,180,190,320,190,100,70,30,NA,176,485,661,667,2306,2735,1835,722,125,NA,40,110,150,150,490,570,380,150,30,4375,13324,11176,24500,24500,28785,16797,18532,18236,22644,SEER,129494,890,8390,85.3,64.8,6.9,106.1,1770,11050,, 3 Oct 2024
ND,2006,2.7,18.1,63.8,38.4,38.9,108.1,212.3,125.2,55,10.5,NA,3,10.6,6.4,6.5,11.8,11.9,5.3,3.9,0.9,NA,12.3,43.4,26.1,26.4,79.3,166,99.5,42.2,7.9,NA,247.6,244.1,245,248.1,148.6,71.6,53.2,92.5,118.1,10,240,690,930,940,3160,3750,2280,980,230,NA,40,110,160,160,340,210,100,70,20,NA,165,468,633,639,2316,2931,1809,756,170,NA,40,110,140,140,500,610,370,160,40,4117,13436,10779,24215,24215,29205,17656,18177,17904,21537,SEER,128694,900,8621,88.1,67,7,104.2,1810,11330,, 3 Oct 2024
ND,2007,4.9,22.5,66.9,42.5,43.3,114.7,199.6,128.4,51.1,9.4,NA,4.6,9.3,6.7,6.9,12.4,10.4,5.8,3.6,1.2,3.3,14.5,47.2,29.2,29.8,84.2,156.8,101.7,39.3,6.8,NA,319.7,197.7,230.8,231.8,147.6,66.4,56.6,91.1,173.7,20,290,720,1010,1030,3210,3930,2330,920,190,NA,60,100,160,160,350,200,100,60,20,13,189,507,696,709,2356,3084,1847,704,140,NA,40,110,160,160,510,640,380,150,30,3991,13049,10749,23798,23798,27974,19671,18156,17925,20645,SEER,128169,910,8840,90.6,69,7.1,102.9,1860,11610,, 3 Oct 2024
ND,2008,6.4,20.7,68.3,42.5,43.6,116.7,192.3,130.5,54.3,10.7,NA,3.7,12.5,7.7,8,13.6,10.8,6.2,4.2,1.6,4,13.8,45.4,28.3,29,84.8,150.4,103.1,41.5,7.4,NA,268.9,274.9,273.3,275.4,160.7,71.5,60.4,100.1,217.4,30,260,740,1000,1030,3230,4040,2360,970,210,NA,50,130,180,190,380,230,110,70,30,16,176,490,666,682,2346,3157,1867,742,144,NA,40,110,150,160,510,650,380,160,30,4027,12740,10785,23525,23525,27669,20989,18117,17889,19447,SEER,127636,1010,8938,92.7,70,7.9,112.9,1890,11840,, 3 Oct 2024
ND,2009,3,20.6,67.3,42.2,42.7,113.2,182.5,133,57.4,10.8,NA,4.6,10,7.1,7.3,13.3,11.6,6.2,3.7,1.1,NA,12.9,46.9,28.7,28.9,82.1,141.4,105.1,44.5,8,NA,355.4,212.5,247.2,253.5,162.2,82.2,59.4,82.6,133.1,10,260,720,980,990,3110,4050,2520,1030,200,NA,60,110,160,170,370,260,120,70,20,NA,161,502,663,668,2254,3142,1990,796,151,NA,40,110,150,150,490,650,410,170,30,3920,12437,10696,23133,23133,27444,22221,18940,17895,18796,SEER,128429,1000,9001,92.6,70.1,7.8,110.8,1900,11900,, 3 Oct 2024
ND,2010,6.1,20.4,66.9,41.8,42.9,108.7,181.3,137.3,52.6,10.1,NA,3.9,9.6,6.6,6.7,13.5,10.5,6.4,3.4,1.6,4.6,13.4,47,28.9,29.6,78.2,141.5,108.6,40.7,7,NA,294.7,204.6,227.2,224.5,172.1,74.2,58.8,82.7,223.8,20,250,700,960,980,2990,4230,2680,940,190,NA,50,100,150,150,370,240,120,60,30,18,165,494,659,677,2155,3298,2119,726,129,NA,40,110,150,150,470,680,440,150,30,3933,12321,10521,22842,22842,27550,23315,19512,17829,18546,SEER,129594,980,9104,92.6,70.3,7.6,107.8,1920,12000,, 3 Oct 2024
ND,2011,3.8,15.6,69,40.3,40.9,110.3,181,137.3,58.4,11.7,NA,2.6,9.3,5.7,5.7,12.5,10,5.8,3.7,1.5,3,10.7,49,28.4,28.9,80.4,141.7,109.1,45.2,8.3,NA,240.7,189.1,199.6,197.1,155.8,70.6,52.8,81.7,184.1,20,190,730,920,930,3140,4290,2830,1030,220,NA,30,100,130,130,360,240,120,70,30,12,131,516,647,659,2289,3361,2248,799,155,NA,30,110,140,140,490,700,460,170,30,3982,12274,10536,22810,22810,28455,23726,20601,17660,18582,SEER,131834,940,9511,94.4,72.1,7.1,98.4,2000,12440,, 3 Oct 2024
